# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug  5 15:56:09 2019
#
# User preference: *
#
# CONSTRAINT:  order by fpl_hostname asc
#
# COLUMN fpl_hostname:   Host Name
# COLUMN fpl_letter:     Planet Letter
# COLUMN fpl_name:       Planet Name
# COLUMN fpl_discmethod: Discovery Method
# COLUMN fpl_controvflag: Controversial Flag
# COLUMN fpl_disc:       Year of Discovery
# COLUMN fpl_orbper:     Orbital Period [days]
# COLUMN fpl_smax:       Orbit Semi-Major Axis [AU]
# COLUMN fpl_eccen:      Eccentricity
# COLUMN fpl_bmasse:     Planet Mass or M*sin(i) [Earth mass]
# COLUMN fpl_bmassprov:  Planet Mass or M*sin(i) Provenance
# COLUMN fpl_rade:       Planet Radius [Earth radii]
# COLUMN fpl_dens:       Planet Density [g/cm**3]
# COLUMN fpl_eqt:        Equilibrium Temperature [K]
# COLUMN fpl_tranflag:   Planet Transit Flag
# COLUMN fpl_cbflag:     Planet Circumbinary Flag
# COLUMN fpl_snum:       Number of Stars in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN fst_dist:       Distance [pc]
# COLUMN fst_optmag:     Optical Magnitude [mag]
# COLUMN fst_optmagband: Optical Magnitude Band
# COLUMN fst_nirmag:     Near-IR Magnitude [mag]
# COLUMN fst_nirmagband: Near-IR Magnitude Band
# COLUMN fst_spt:        Spectral Type
# COLUMN fst_teff:       Effective Temperature [K]
# COLUMN fst_logg:       Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN fst_lum:        Stellar Luminosity [log10(Solar luminosity)]
# COLUMN fst_mass:       Stellar Mass [Solar mass]
# COLUMN fst_rad:        Stellar Radius [Solar radii]
# COLUMN fst_met:        Stellar Metallicity [dex]
# COLUMN fst_metratio:   Metallicity Ratio
# COLUMN fst_age:        Stellar Age [Gyr]
#
loc_rowid,fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassprov,fpl_rade,fpl_dens,fpl_eqt,fpl_tranflag,fpl_cbflag,fpl_snum,ra_str,ra,dec_str,dec,fst_dist,fst_optmag,fst_optmagband,fst_nirmag,fst_nirmagband,fst_spt,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_metratio,fst_age
68,CoRoT-12,b,CoRoT-12 b,Transit,0,2010,2.82804200,0.040160,0.070000,291.43800,Mass,16.140,0.41100,1442,1,0,1,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,15.515,V (Johnson),13.557,Ks (2MASS),,5675.00,4.38,-0.128,1.08,1.12,0.160,[Fe/H],6.300
69,CoRoT-13,b,CoRoT-13 b,Transit,0,2010,4.03519000,0.051000,0.000000,415.70400,Mass,9.920,2.34000,1700,1,0,1,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.00,15.039,V (Johnson),13.376,Ks (2MASS),G0 V,5945.00,4.46,0.073,1.09,1.01,0.010,[Fe/H],1.635
70,CoRoT-14,b,CoRoT-14 b,Transit,0,2010,1.51214000,0.027000,0.000000,2415.40000,Mass,12.220,7.30000,1952,1,0,1,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.00,16.033,V (Johnson),13.806,Ks (2MASS),F9 V,6035.00,4.35,0.119,1.13,1.21,0.050,[Fe/H],4.200
71,CoRoT-16,b,CoRoT-16 b,Transit,0,2011,5.35227000,0.061800,0.330000,170.03200,Mass,13.110,0.44000,,1,0,1,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,15.630,V (Johnson),12.847,Ks (2MASS),G5 V,5650.00,4.36,-0.435,1.10,1.19,0.190,[M/H],6.730
72,CoRoT-17,b,CoRoT-17 b,Transit,0,2011,3.76810000,0.046100,0.000000,772.29000,Mass,11.430,2.82000,1626,1,0,1,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.00,15.460,V (Johnson),12.472,Ks (2MASS),G2 V,5740.00,4.40,0.134,1.04,1.59,0.000,[Fe/H],10.700
73,CoRoT-18,b,CoRoT-18 b,Transit,0,2011,1.90006930,0.029500,0.080000,1102.82000,Mass,14.680,2.20000,1550,1,0,1,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,870.00,15.000,V (Johnson),13.014,Ks (2MASS),G9 V,5440.00,4.40,-0.226,0.95,1.00,-0.100,[Fe/H],0.600
74,CoRoT-19,b,CoRoT-19 b,Transit,0,2011,3.89713000,0.051800,0.047000,352.78000,Mass,14.460,0.71000,2000,1,0,1,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,14.007,V (Johnson),11.837,Ks (2MASS),F9 V,6090.00,4.07,0.544,1.21,1.65,-0.020,[Fe/H],5.000
75,CoRoT-2,b,CoRoT-2 b,Transit,0,2008,1.74299350,0.027980,0.014300,1102.82000,Mass,16.432,1.47000,1521,1,0,2,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.00,12.570,V (Johnson),10.310,Ks (2MASS),,5625.00,4.53,-0.321,0.96,0.91,-0.030,[Fe/H],2.700
76,CoRoT-20,b,CoRoT-20 b,Transit,0,2011,9.24285000,0.090000,0.590000,1366.66900,Mass,9.416,8.87000,1002,1,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,14.660,V (Johnson),12.513,Ks (2MASS),G2 V,4947.50,4.20,0.006,1.14,1.37,0.140,,0.100
77,CoRoT-20,c,CoRoT-20 c,Radial Velocity,0,2018,1675.00000000,2.900000,0.600000,5403.11000,Msini,12.200,16.40000,,0,0,1,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,864.31,14.660,V (Johnson),12.513,Ks (2MASS),G2 V,4947.50,4.20,0.006,1.14,1.37,0.140,,0.100
78,CoRoT-21,b,CoRoT-21 b,Transit,0,2012,2.72474000,0.041700,0.000000,718.29580,Mass,14.572,1.36000,,1,0,1,06h44m12.588s,101.052450,-00d17m56.868s,-0.299130,1398.83,16.000,V (Johnson),13.813,Ks (2MASS),F8 IV,6200.00,3.70,0.705,1.29,1.95,0.000,[Fe/H],4.100
79,CoRoT-22,b,CoRoT-22 b,Transit,0,2014,9.75598000,0.092000,0.077000,12.20000,Mass,4.880,0.24900,885,1,0,1,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,13.944,V (Johnson),11.988,Ks (2MASS),G3 V,5939.00,4.36,0.014,1.10,1.14,0.170,[Fe/H],3.300
80,CoRoT-23,b,CoRoT-23 b,Transit,0,2011,3.63130000,0.048000,0.160000,889.90000,Mass,11.770,3.00000,1660,1,0,1,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.00,15.630,V (Johnson),12.364,Ks (2MASS),G0 V,5900.00,4.30,0.087,1.14,1.61,0.050,[Fe/H],7.200
81,CoRoT-24,b,CoRoT-24 b,Transit,0,2014,5.11340000,0.056000,0.000000,5.70000,Mass,3.700,0.90000,1070,1,0,1,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,15.180,G (Gaia),12.924,Ks (2MASS),K1 V,4950.00,4.55,-0.601,0.91,0.86,0.300,[Fe/H],11.000
82,CoRoT-24,c,CoRoT-24 c,Transit,0,2014,11.75900000,0.098000,0.000000,28.00000,Mass,5.000,1.30000,850,1,0,1,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,15.180,G (Gaia),12.924,Ks (2MASS),K1 V,4950.00,4.55,-0.601,0.91,0.86,0.300,[Fe/H],11.000
83,CoRoT-25,b,CoRoT-25 b,Transit,0,2013,4.86069000,0.057800,0.000000,85.81000,Mass,12.110,0.15000,1330,1,0,1,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.00,14.711,G (Gaia),12.846,Ks (2MASS),F9,6040.00,4.31,0.141,1.09,1.19,-0.010,[Fe/H],4.500
84,CoRoT-26,b,CoRoT-26 b,Transit,0,2013,4.20474000,0.052600,0.000000,165.26000,Mass,14.120,0.28000,1600,1,0,1,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.00,15.468,G (Gaia),13.261,Ks (2MASS),G5,5590.00,3.99,0.451,1.09,1.79,0.010,[Fe/H],8.600
85,CoRoT-27,b,CoRoT-27 b,Transit,0,2014,3.57532000,0.047600,0.065000,3302.11000,Mass,11.287,12.60000,1500,1,0,1,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,1035.15,15.540,V (Johnson),12.985,Ks (2MASS),G2,5900.00,4.40,-0.166,1.05,1.08,-0.100,[M/H],4.210
86,CoRoT-28,b,CoRoT-28 b,Transit,0,2015,5.20851000,0.060300,0.047000,153.82972,Mass,10.705,0.69000,,1,0,1,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,13.412,G (Gaia),11.032,Ks (2MASS),G8/9 IV,5150.00,3.60,0.388,1.01,1.78,0.150,[Fe/H],12.000
87,CoRoT-29,b,CoRoT-29 b,Transit,0,2015,2.85057000,0.038600,0.082000,270.15550,Mass,10.088,1.45000,,1,0,1,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,15.239,G (Gaia),13.048,Ks (2MASS),K0 V,5260.00,4.30,-0.347,0.97,0.90,0.200,[Fe/H],4.500
88,CoRoT-3,b,CoRoT-3 b,Transit,0,2008,4.25680000,0.057830,0.000000,6883.91000,Mass,11.320,26.40000,1695,1,0,1,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,13.292,V (Johnson),11.618,Ks (2MASS),F3 V,6740.00,4.22,0.391,1.37,1.56,0.140,[Fe/H],2.200
89,CoRoT-4,b,CoRoT-4 b,Transit,0,2008,9.20205000,0.090000,0.000000,228.83000,Mass,13.340,0.52500,1074,1,0,1,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,741.60,13.561,G (Gaia),12.288,Ks (2MASS),,6190.00,4.41,0.185,1.16,1.17,0.150,[Fe/H],1.000
90,CoRoT-5,b,CoRoT-5 b,Transit,0,2009,4.03789620,0.049470,0.090000,148.42000,Mass,15.558,0.21700,1438,1,0,1,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,904.65,13.902,G (Gaia),12.546,Ks (2MASS),F9 V,6100.00,4.19,0.223,1.00,1.19,-0.250,[M/H],6.900
91,CoRoT-6,b,CoRoT-6 b,Transit,0,2009,8.88659300,0.085500,0.100000,940.74000,Mass,13.068,2.32000,1017,1,0,1,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,657.24,13.912,V (Johnson),12.119,Ks (2MASS),F9 V,6090.00,4.43,0.026,1.05,1.02,-0.200,[Fe/H],2.500
92,CoRoT-7,b,CoRoT-7 b,Transit,0,2009,0.85359163,0.017016,0.000000,3.17830,Mass,1.681,6.61000,1756,1,0,1,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,11.668,V (Johnson),9.806,Ks (2MASS),G9 V,5275.00,4.50,-0.292,0.82,0.83,0.050,[Fe/H],1.750
93,CoRoT-7,c,CoRoT-7 c,Radial Velocity,0,2009,3.69800000,0.046000,0.000000,8.40000,Mass,2.830,2.04000,,0,0,1,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,11.668,V (Johnson),9.806,Ks (2MASS),G9 V,5275.00,4.50,-0.292,0.82,0.83,0.050,[Fe/H],1.750
94,CoRoT-8,b,CoRoT-8 b,Transit,0,2010,6.21229000,0.063000,0.000000,69.92000,Mass,6.390,1.60000,922,1,0,1,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,14.800,V (Johnson),11.463,Ks (2MASS),K1 V,5080.00,4.58,-0.665,0.88,0.77,0.300,[M/H],3.000
95,CoRoT-9,b,CoRoT-9 b,Transit,0,2009,95.27265600,0.402100,0.133000,266.97720,Mass,11.949,0.86000,420,1,0,1,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,417.89,13.690,V (Johnson),11.688,Ks (2MASS),G3 V,5625.00,4.54,-0.254,0.96,0.96,-0.010,[Fe/H],6.000
96,CoRoTID 223977153,b,CoRoTID 223977153 b,Transit,0,2017,6.71837000,0.071000,,47.67450,Mass,6.389,1.10000,938,1,0,1,06h40m46.84s,100.195183,+09d15m26.8s,9.257431,586.20,13.587,G (Gaia),12.193,Ks (2MASS),G0 VI,5970.00,4.67,-0.155,1.08,0.79,0.000,[Fe/H],
97,DE CVn,b,DE CVn b,Eclipse Timing Variations,0,2018,4098.10000000,5.750000,0.000000,3823.27330,Msin(i)/sin(i),12.400,11.00000,,0,1,2,13h26m53.27s,201.721958,+45d32m46.69s,45.546303,30.55,11.975,G (Gaia),8.555,Ks (2MASS),,3585.67,,,0.51,,,,
98,DENIS-P J082303.1-491201,b,DENIS-P J082303.1-491201 b,Astrometry,0,2013,246.36000000,0.360000,0.345000,9057.77000,Mass,11.900,29.50000,,0,0,1,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,18.558,G (Gaia),12.062,Ks (2MASS),L1.5,,,,0.07,,,,1.000
99,DH Tau,b,DH Tau b,Imaging,0,2004,,330.000000,,3496.00000,Mass,30.264,0.69300,2200,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,12.496,G (Gaia),8.178,Ks (2MASS),M0.5,3751.50,,-0.569,0.33,0.27,,,0.001
100,DP Leo,b,DP Leo b,Eclipse Timing Variations,0,2009,10220.00000000,8.190000,0.390000,1995.88832,Mass,12.700,5.35000,,0,1,2,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,305.06,18.633,G (Gaia),,,,13500.00,,-2.400,0.69,0.01,,,
101,DS Tuc A,b,DS Tuc A b,Transit,0,2019,8.13826800,,0.000000,27.60000,M-R relationship,5.700,0.81900,850,1,0,2,23h39m39.48s,354.914490,-69d11m44.7s,-69.195747,44.12,8.469,V (Johnson),6.676,Ks (2MASS),G6 V,5428.00,,-0.140,1.01,0.96,0.000,,0.045
102,EPIC 201238110,b,EPIC 201238110 b,Transit,0,2019,28.16560000,,,4.16000,M-R relationship,1.870,3.50000,,1,0,1,11h58m49.42s,179.705933,-03d23m21.8s,-3.389389,159.98,15.261,G (Gaia),11.933,Ks (2MASS),,3588.00,,,0.41,,,,
103,EPIC 201497682,b,EPIC 201497682 b,Transit,0,2019,2.13174000,,,0.26000,M-R relationship,0.692,4.31000,,1,0,1,11h15m44.79s,168.936646,+00d29m17.2s,0.488114,254.88,14.102,V (Johnson),11.438,Ks (2MASS),,4991.00,,-0.766,0.78,0.55,,,
104,K2-166,c,EPIC 201615463 c,Transit,0,2019,3.80464000,,,1.98000,M-R relationship,1.220,5.99000,,1,0,1,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481.00,12.074,V (Johnson),10.637,Ks (2MASS),,5942.50,4.09,0.458,1.07,1.60,0.090,[Fe/H],
105,K2-16,d,EPIC 201754305 d,Transit,0,2019,2.71578000,,,1.08000,M-R relationship,1.030,5.43000,,1,0,1,11h40m23.34s,175.097260,+04d33m26.4s,4.557340,338.19,14.670,V (Johnson),12.087,Ks (2MASS),K3 V,4761.00,4.63,-0.761,0.67,0.54,-0.330,[Fe/H],
106,K2-50,c,EPIC 201833600 c,Transit,0,2019,3.96151000,,,0.97200,M-R relationship,1.000,5.34000,,1,0,1,11h17m56.07s,169.483627,+05d59m18.2s,5.988378,259.33,14.717,V (Johnson),11.664,Ks (2MASS),,4326.00,4.74,-0.874,0.61,0.63,,,
107,EPIC 201841433,b,EPIC 201841433 b,Transit,0,2019,4.16959000,,,1.37000,M-R relationship,1.100,5.66000,,1,0,1,11h40m49.63s,175.206772,+06d08m05.5s,6.134857,441.94,14.867,V (Johnson),12.454,Ks (2MASS),,5053.00,,-0.635,0.80,0.63,,,
108,K2-168,c,EPIC 205950854 c,Transit,0,2019,8.04680000,,,1.76000,M-R relationship,1.180,5.89000,,1,0,1,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,12.291,V (Johnson),10.549,Ks (2MASS),,5554.00,4.46,-0.176,0.91,0.90,-0.130,[Fe/H],
109,EPIC 206024342,b,EPIC 206024342 b,Transit,0,2019,4.50756000,,,3.53000,M-R relationship,1.700,3.95000,,1,0,1,22h05m06.53s,331.277222,-14d07m18.0s,-14.121665,373.81,13.116,V (Johnson),11.487,Ks (2MASS),,5769.50,,-0.170,0.93,0.82,,,
110,EPIC 206032309,b,EPIC 206032309 b,Transit,0,2019,2.87814000,,,1.01000,M-R relationship,1.010,5.39000,,1,0,1,22h44m57.77s,341.240692,-13d54m03.3s,-13.900921,162.09,16.069,G (Gaia),12.538,Ks (2MASS),,3550.11,,,0.22,,,,
111,EPIC 206042996,b,EPIC 206042996 b,Transit,0,2019,5.29711000,,,3.26000,M-R relationship,1.620,4.21000,,1,0,1,22h30m03.26s,337.513580,-13d36m36.4s,-13.610113,457.27,16.743,V (Johnson),13.071,Ks (2MASS),,4018.74,,-0.980,0.56,0.67,,,
112,EPIC 206215704,b,EPIC 206215704 b,Transit,0,2019,2.25372000,,,0.66600,M-R relationship,0.900,5.02000,,1,0,1,22h20m22.76s,335.094818,-09d30m34.3s,-9.509531,110.22,16.172,G (Gaia),12.767,Ks (2MASS),,3637.57,,,0.41,,,,
113,EPIC 206317286,b,EPIC 206317286 b,Transit,0,2019,1.58252000,,,0.84000,M-R relationship,0.960,5.22000,,1,0,1,22h30m28.22s,337.617584,-07d58m20.7s,-7.972406,317.20,14.051,V (Johnson),11.635,Ks (2MASS),,5014.67,,-0.593,0.71,0.67,,,
114,EPIC 211822797,b,EPIC 211822797 b,Transit,0,2016,21.16986100,0.131000,0.060000,4.58000,M-R relationship,1.980,3.24000,,1,0,1,08h41m38.49s,130.410370,+17d38m24.0s,17.640005,187.19,15.256,V (Johnson),11.429,Ks (2MASS),M0,4148.21,,-1.113,0.66,0.57,0.140,[Fe/H],0.790
115,EPIC 211945201,b,EPIC 211945201 b,Transit,0,2018,19.49221000,0.149300,0.000000,27.00000,Mass,5.760,0.65000,817,1,0,1,09h06m17.75s,136.573975,+19d24m08.1s,19.402252,182.69,10.154,V (Johnson),8.837,Ks (2MASS),G0,6069.00,4.22,0.369,1.17,1.39,0.100,[Fe/H],3.990
116,EPIC 212297394,b,EPIC 212297394 b,Transit,0,2019,2.28943000,,,2.31000,M-R relationship,1.323,5.48000,,1,0,1,13h48m49.49s,207.206223,-17d36m35.7s,-17.609905,423.35,14.423,V (Johnson),12.186,Ks (2MASS),,4987.49,,-0.505,0.83,0.75,,,
117,EPIC 212424622,b,EPIC 212424622 b,Transit,0,2019,18.09830000,,,5.35000,M-R relationship,2.170,2.88000,,1,0,1,13h29m19.54s,202.331421,-14d21m34.1s,-14.359463,622.67,13.354,V (Johnson),11.775,Ks (2MASS),,5782.33,,0.179,1.11,1.22,,,
118,EPIC 212499991,b,EPIC 212499991 b,Transit,0,2019,34.88500000,,,3.19000,M-R relationship,1.600,4.28000,,1,0,1,13h29m57.30s,202.488770,-12d44m05.0s,-12.734723,285.61,13.552,V (Johnson),11.366,Ks (2MASS),,4982.79,,-0.497,0.91,0.76,,,
119,EPIC 212587672,b,EPIC 212587672 b,Transit,0,2019,15.28410000,,,1.46000,M-R relationship,1.120,5.71000,,1,0,1,13h41m46.73s,205.444702,-10d51m44.8s,-10.862432,322.88,12.487,V (Johnson),10.857,Ks (2MASS),,5864.75,,0.006,0.95,0.98,,,
120,EPIC 212737443,b,EPIC 212737443 b,Transit,0,2019,13.60300000,0.098000,0.200000,7.20000,M-R relationship,2.586,2.29000,536,1,0,1,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,14.836,V (Johnson),12.160,Ks (2MASS),K3,4684.00,4.62,-0.804,0.69,0.67,-0.137,[Fe/H],
121,EPIC 212737443,c,EPIC 212737443 c,Transit,0,2019,65.55000000,0.280000,0.200000,7.70000,M-R relationship,2.690,2.17000,316,1,0,1,13h36m53.21s,204.221695,-07d19m05.3s,-7.318144,347.45,14.836,V (Johnson),12.160,Ks (2MASS),K3,4684.00,4.62,-0.804,0.69,0.67,-0.137,[Fe/H],
122,K2-282,c,EPIC 220554210 c,Transit,0,2019,0.70531000,,,2.79000,M-R relationship,1.480,4.73000,,1,0,1,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,14.042,V (Johnson),12.002,Ks (2MASS),,5523.00,4.47,-0.215,0.94,0.94,0.150,[Fe/H],
123,EPIC 220674823,b,EPIC 220674823 b,Transit,0,2016,0.57133100,0.013400,0.000000,8.36000,Mass,1.820,8.57000,2119,1,0,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,12.102,V (Johnson),10.344,Ks (2MASS),G5 V,5617.00,4.45,-0.110,0.97,0.98,0.130,[Fe/H],5.000
124,EPIC 220674823,c,EPIC 220674823 c,Transit,0,2016,13.33907900,0.109100,0.180000,5.80000,Mass,2.730,2.00000,741,1,0,1,00h52m19.15s,13.079780,+10d47m40.9s,10.794699,246.10,12.102,V (Johnson),10.344,Ks (2MASS),G5 V,5617.00,4.45,-0.110,0.97,0.98,0.130,[Fe/H],5.000
125,EPIC 246851721,b,EPIC 246851721 b,Transit,0,2018,6.18023500,0.072290,,953.49000,Mass,11.781,3.10000,1401,1,0,2,05h15m40.74s,78.919746,+16d16m43.5s,16.278742,336.70,11.439,V (Johnson),9.893,Ks (2MASS),F5 V,6202.00,4.16,0.526,1.32,1.59,0.141,[Fe/H],3.020
126,EPIC 246865365,b,EPIC 246865365 b,Transit,0,2019,3.38628000,,,70.60000,M-R relationship,9.916,0.39800,,1,0,1,05h13m21.39s,78.339134,+16d24m51.1s,16.414202,,14.963,V (Johnson),13.206,Ks (2MASS),,6100.00,3.94,0.283,1.09,1.24,-0.100,[Fe/H],
127,EPIC 248847494,b,EPIC 248847494 b,Transit,0,2018,3650.00000000,4.500000,0.000000,4131.79000,Mass,12.442,,183,1,0,1,10h37m33.42s,159.389267,+11d50m33.8s,11.842731,560.00,12.416,V (Johnson),10.148,Ks (2MASS),,4898.00,3.52,0.548,0.90,2.70,-0.230,[Fe/H],
128,FU Tau,b,FU Tau b,Imaging,0,2008,,800.000000,,5085.28000,Mass,12.200,15.40000,2375,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140.00,20.480,G (Gaia),13.329,Ks (2MASS),M7.25,2838.00,,-0.699,0.05,,,,0.001
129,Fomalhaut,b,Fomalhaut b,Imaging,0,2008,555530.00000000,160.000000,0.870000,826.30000,Mass,13.500,1.85000,,0,0,1,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.70,1.160,V (Johnson),0.945,Ks (2MASS),A3 V,8399.00,4.14,1.217,1.92,1.92,,,0.200
130,GJ 1132,b,GJ 1132 b,Transit,0,2015,1.62893100,0.015300,0.220000,1.66000,Mass,1.160,6.30000,529,1,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,13.490,V (Johnson),8.322,Ks (2MASS),M4.5 V,3270.00,4.88,-2.359,0.18,0.21,-0.120,[Fe/H],5.000
131,GJ 1132,c,GJ 1132 c,Transit,0,2018,8.92900000,0.047600,0.270000,2.64000,Msini,1.430,4.96000,300,0,0,1,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,12.62,13.490,V (Johnson),8.322,Ks (2MASS),M4.5 V,3270.00,4.88,-2.359,0.18,0.21,-0.120,[Fe/H],5.000
132,GJ 1148,b,GJ 1148 b,Radial Velocity,0,2010,41.38000000,0.166000,0.380000,96.70000,Msini,11.900,0.31500,,0,0,1,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.920,V (Johnson),6.822,Ks (2MASS),M4,3264.00,,-1.699,0.35,0.40,,,
133,GJ 1148,c,GJ 1148 c,Radial Velocity,0,2017,532.58000000,0.912000,0.342000,68.06000,Msini,9.710,0.40900,,0,0,1,11h41m44.63s,175.435974,+42d45m07.1s,42.751972,11.02,11.920,V (Johnson),6.822,Ks (2MASS),M4,3264.00,,-1.699,0.35,0.40,,,
134,GJ 1214,b,GJ 1214 b,Transit,0,2009,1.58040456,0.014110,0.000000,6.26125,Mass,2.847,1.49000,547,1,0,1,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,14.65,15.100,V (Johnson),8.782,Ks (2MASS),M4.5,3026.00,4.94,-2.312,0.15,0.22,0.390,[Fe/H],3.000
135,GJ 1265,b,GJ 1265 b,Radial Velocity,0,2018,3.65110000,0.026000,0.040000,7.40000,Msini,2.630,2.24000,,0,0,1,22h13m42.88s,333.428676,-17d41m08.8s,-17.685771,10.26,13.570,V (Johnson),8.115,Ks (2MASS),M4.5 V,3236.00,5.09,-2.439,0.18,0.19,-0.040,[Fe/H],
136,GJ 143,b,GJ 143 b,Transit,0,2019,35.61253000,0.191500,0.188000,22.70000,Mass,2.610,7.00000,422,1,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,7.870,V (Johnson),5.375,Ks (2MASS),K4.5,4640.00,4.61,-0.686,0.73,0.69,0.003,[Fe/H],3.800
137,GJ 163,b,GJ 163 b,Radial Velocity,0,2013,8.63182000,0.060700,0.073000,10.60000,Msini,3.250,1.70000,,0,0,1,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),7.135,Ks (2MASS),M3.5 V,3500.00,,-1.708,0.40,0.43,0.100,[Fe/H],6.000
138,GJ 163,c,GJ 163 c,Radial Velocity,0,2013,25.63058000,0.125400,0.099000,6.80000,Msini,2.500,2.39000,,0,0,1,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),7.135,Ks (2MASS),M3.5 V,3500.00,,-1.708,0.40,0.43,0.100,[Fe/H],6.000
139,GJ 163,d,GJ 163 d,Radial Velocity,0,2013,603.95116000,1.030400,0.373000,29.40000,Msini,5.920,0.77900,,0,0,1,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,15.14,11.810,V (Johnson),7.135,Ks (2MASS),M3.5 V,3500.00,,-1.708,0.40,0.43,0.100,[Fe/H],6.000
140,GJ 179,b,GJ 179 b,Radial Velocity,0,2009,2288.00000000,2.410000,0.210000,260.61000,Msini,13.900,0.53300,,0,0,1,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.36,12.000,V (Johnson),6.942,Ks (2MASS),M3.5 V,3370.00,4.83,-1.796,0.36,0.38,0.300,[Fe/H],
141,GJ 273,b,GJ 273 b,Radial Velocity,0,2017,18.64980000,0.091101,0.100000,2.89000,Msini,1.510,4.61000,,0,0,1,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,9.872,V (Johnson),4.857,Ks (2MASS),M3.5,3382.00,,-2.056,0.29,0.29,0.090,[Fe/H],
142,GJ 273,c,GJ 273 c,Radial Velocity,0,2017,4.72340000,0.036467,0.170000,1.18000,Msini,1.060,5.44000,,0,0,1,07h27m24.50s,111.852081,+05d13m32.8s,5.225785,3.80,9.872,V (Johnson),4.857,Ks (2MASS),M3.5,3382.00,,-2.056,0.29,0.29,0.090,[Fe/H],
143,GJ 3021,b,GJ 3021 b,Radial Velocity,0,2000,133.71000000,0.490000,0.511000,1071.04000,Msini,13.100,2.62000,350,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.56,6.590,V (Johnson),4.859,Ks (2MASS),G6 V,5540.00,4.70,-0.180,0.90,0.90,0.100,[Fe/H],0.370
144,GJ 3138,b,GJ 3138 b,Radial Velocity,0,2017,1.22003000,0.019700,0.190000,1.78000,Msini,1.180,5.95000,,0,0,1,02h09m10.90s,32.295425,-16d20m22.5s,-16.339592,28.49,10.980,V (Johnson),7.246,Ks (2MASS),M0,3717.00,,-1.347,0.68,0.50,-0.300,[Fe/H],
